version,Pad,Len,Rate,ChannelFrequency,ChannelFlags,dBm_AntSignal,Antenna,subtype,type,proto,FCfield,ID,addr1,addr2,addr3,SC,addr4,Dot11Elt1.ID,Dot11Elt1.len,Dot11Elt1.info
0,0,18,54.0,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,7456,None,
0,0,18,24.0,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-35,1,4,2,0,to-DS+retry+pw-mgt,14849,24:f5:a2:72:d2:e4,e0:33:8e:34:8a:f4,24:f5:a2:72:d2:e4,59168,None,
0,0,18,1.0,2422,CCK+2GHz,-33,1,4,2,0,to-DS+retry+pw-mgt,14849,24:f5:a2:72:d2:e4,e0:33:8e:34:8a:f4,24:f5:a2:72:d2:e4,59168,None,
0,0,18,1.0,2422,CCK+2GHz,-35,1,4,2,0,to-DS+retry+pw-mgt,14849,24:f5:a2:72:d2:e4,e0:33:8e:34:8a:f4,24:f5:a2:72:d2:e4,59168,None,
0,0,18,1.0,2422,CCK+2GHz,-37,1,4,2,0,to-DS+retry+pw-mgt,14849,24:f5:a2:72:d2:e4,e0:33:8e:34:8a:f4,24:f5:a2:72:d2:e4,59168,None,
0,0,18,1.0,2422,CCK+2GHz,-35,1,4,2,0,to-DS+retry+pw-mgt,14849,24:f5:a2:72:d2:e4,e0:33:8e:34:8a:f4,24:f5:a2:72:d2:e4,59168,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,e0:33:8e:34:8a:f4,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,7472,None,
0,0,18,24.0,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,7488,None,
0,0,18,24.0,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,7504,None,
0,0,18,24.0,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,7520,None,
0,0,18,24.0,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,44496,None,
0,0,18,24.0,2422,OFDM+2GHz,-25,1,13,1,0,,0,40:f0:2f:a2:05:b2,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,44512,None,
0,0,18,24.0,2422,OFDM+2GHz,-25,1,13,1,0,,0,40:f0:2f:a2:05:b2,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,44528,None,
0,0,18,24.0,2422,OFDM+2GHz,-25,1,13,1,0,,0,40:f0:2f:a2:05:b2,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,44544,None,
0,0,18,24.0,2422,OFDM+2GHz,-25,1,13,1,0,,0,40:f0:2f:a2:05:b2,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,44560,None,
0,0,18,24.0,2422,OFDM+2GHz,-25,1,13,1,0,,0,40:f0:2f:a2:05:b2,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,7536,None,
0,0,18,24.0,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7552,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7568,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7584,None,0,16,IoT@Research Lab,
0,0,18,36.0,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,9728,24:f5:a2:72:d2:e4,a4:da:22:34:19:e5,28:80:88:9d:36:fb,46864,None,
0,0,18,24.0,2422,OFDM+2GHz,-23,1,13,1,0,,0,a4:da:22:34:19:e5,None,None,None,None,
0,0,18,36.0,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,9728,24:f5:a2:72:d2:e4,a4:da:22:34:19:e5,28:80:88:9d:36:fb,46880,None,
0,0,18,36.0,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,9728,24:f5:a2:72:d2:e4,a4:da:22:34:19:e5,28:80:88:9d:36:fb,46880,None,
0,0,18,24.0,2422,OFDM+2GHz,-25,1,13,1,0,,0,a4:da:22:34:19:e5,None,None,None,None,
0,0,18,36.0,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,9728,24:f5:a2:72:d2:e4,a4:da:22:34:19:e5,28:80:88:9d:36:fb,46896,None,
0,0,18,24.0,2422,OFDM+2GHz,-25,1,13,1,0,,0,a4:da:22:34:19:e5,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7600,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-33,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7616,None,0,16,IoT@Research Lab,
0,0,18,36.0,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,9728,24:f5:a2:72:d2:e4,a4:da:22:34:19:e5,28:80:88:9d:36:fb,46912,None,
0,0,18,36.0,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,9728,24:f5:a2:72:d2:e4,a4:da:22:34:19:e5,28:80:88:9d:36:fb,46912,None,
0,0,18,24.0,2422,OFDM+2GHz,-33,1,13,1,0,,0,a4:da:22:34:19:e5,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,a4:da:22:34:19:e5,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,7632,None,
0,0,18,24.0,2422,OFDM+2GHz,-19,1,13,1,0,,1536,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,36.0,2422,OFDM+2GHz,-17,1,0,2,0,to-DS+protected,9728,24:f5:a2:72:d2:e4,a4:da:22:34:19:e5,28:80:88:9d:36:fb,46928,None,
0,0,18,24.0,2422,OFDM+2GHz,-23,1,13,1,0,,0,a4:da:22:34:19:e5,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7648,None,0,16,IoT@Research Lab,
0,0,18,6.0,2422,OFDM+2GHz,-23,1,4,2,0,to-DS,15360,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11424,None,
0,0,18,6.0,2422,OFDM+2GHz,-23,1,13,1,0,,0,b4:e6:2d:7c:1d:90,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-27,1,0,2,0,to-DS+protected,15360,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,ff:ff:ff:ff:ff:ff,62656,None,
0,0,18,24.0,2422,OFDM+2GHz,-23,1,13,1,0,,0,b4:e6:2d:7c:1d:90,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7664,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-21,1,0,2,0,from-DS+protected,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,7680,None,
0,0,18,6.0,2422,OFDM+2GHz,-23,1,4,2,0,to-DS+pw-mgt,15360,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11440,None,
0,0,18,6.0,2422,OFDM+2GHz,-23,1,13,1,0,,0,b4:e6:2d:7c:1d:90,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7696,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-13,1,4,2,0,to-DS,14849,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,24:f5:a2:72:d2:e4,42384,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,28:6d:97:a0:d9:41,None,None,None,None,
0,0,18,18.0,2422,OFDM+2GHz,-15,1,0,2,0,to-DS+protected,12288,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,01:00:5e:7f:ff:fa,44400,None,
0,0,18,18.0,2422,OFDM+2GHz,-13,1,0,2,0,to-DS+retry+protected,12288,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,01:00:5e:7f:ff:fa,44400,None,
0,0,18,18.0,2422,OFDM+2GHz,-15,1,0,2,0,to-DS+retry+protected,12288,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,01:00:5e:7f:ff:fa,44400,None,
0,0,18,18.0,2422,OFDM+2GHz,-13,1,0,2,0,to-DS+retry+protected,12288,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,01:00:5e:7f:ff:fa,44400,None,
0,0,18,12.0,2422,OFDM+2GHz,-15,1,0,2,0,to-DS+retry+protected,12288,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,01:00:5e:7f:ff:fa,44400,None,
0,0,18,12.0,2422,OFDM+2GHz,-13,1,0,2,0,to-DS+retry+protected,12288,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,01:00:5e:7f:ff:fa,44400,None,
0,0,18,12.0,2422,OFDM+2GHz,-25,1,13,1,0,,0,28:6d:97:a0:d9:41,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7712,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-21,1,0,2,0,from-DS+protected,0,01:00:5e:7f:ff:fa,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,7728,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,6.0,2422,OFDM+2GHz,-23,1,4,2,0,to-DS,15360,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11456,None,
0,0,18,6.0,2422,OFDM+2GHz,-25,1,13,1,0,,0,b4:e6:2d:7c:1d:90,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-27,1,4,2,0,to-DS,14849,24:f5:a2:72:d2:e4,30:23:03:52:ee:71,24:f5:a2:72:d2:e4,63328,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,30:23:03:52:ee:71,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-27,1,4,2,0,to-DS,14849,24:f5:a2:72:d2:e4,30:23:03:52:ee:71,24:f5:a2:72:d2:e4,63344,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,30:23:03:52:ee:71,None,None,None,None,
0,0,18,6.0,2422,OFDM+2GHz,-23,1,4,2,0,to-DS+pw-mgt,15360,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11472,None,
0,0,18,6.0,2422,OFDM+2GHz,-23,1,4,2,0,to-DS+retry+pw-mgt,15360,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11472,None,
0,0,18,2.0,2422,CCK+2GHz,-23,1,4,2,0,to-DS+retry+pw-mgt,41472,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11472,None,
0,0,18,2.0,2422,CCK+2GHz,-23,1,4,2,0,to-DS+retry+pw-mgt,41472,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11472,None,
0,0,18,1.0,2422,CCK+2GHz,-23,1,4,2,0,to-DS+retry+pw-mgt,14849,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11472,None,
0,0,18,1.0,2422,CCK+2GHz,-23,1,4,2,0,to-DS+retry+pw-mgt,14849,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11472,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,4,2,0,to-DS+retry+pw-mgt,14849,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11472,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,b4:e6:2d:7c:1d:90,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7744,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-13,1,4,2,0,to-DS+pw-mgt,14849,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,24:f5:a2:72:d2:e4,42400,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,28:6d:97:a0:d9:41,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7760,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-55,1,4,0,0,,0,ff:ff:ff:ff:ff:ff,b0:5a:da:f9:34:0c,ff:ff:ff:ff:ff:ff,54368,None,0,8,2WIRE223,
0,0,18,1.0,2422,CCK+2GHz,-55,1,4,0,0,,0,ff:ff:ff:ff:ff:ff,b0:5a:da:f9:34:0c,ff:ff:ff:ff:ff:ff,54384,None,0,8,2WIRE223,
0,0,18,1.0,2422,CCK+2GHz,-33,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7776,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-33,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7808,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7824,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-23,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7840,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7856,None,0,16,IoT@Research Lab,
0,0,18,24.0,2422,OFDM+2GHz,-25,1,13,1,0,,0,80:7d:3a:ea:ea:c8,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-19,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7872,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-35,1,4,2,0,to-DS,14849,24:f5:a2:72:d2:e4,e0:33:8e:34:8a:f4,24:f5:a2:72:d2:e4,59184,None,
0,0,18,1.0,2422,CCK+2GHz,-19,1,13,1,0,,0,e0:33:8e:34:8a:f4,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,e0:33:8e:34:8a:f4,24:f5:a2:72:d2:e4,80:7d:3a:ea:ea:c8,7888,None,
0,0,18,24.0,2422,OFDM+2GHz,-35,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-35,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,e0:33:8e:34:8a:f4,80:7d:3a:ea:ea:c8,59200,None,
0,0,18,54.0,2422,OFDM+2GHz,-37,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,e0:33:8e:34:8a:f4,80:7d:3a:ea:ea:c8,59200,None,
0,0,18,24.0,2422,OFDM+2GHz,-23,1,13,1,0,,0,e0:33:8e:34:8a:f4,None,None,None,None,
0,0,18,24.0,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,80:7d:3a:ea:ea:c8,24:f5:a2:72:d2:e4,e0:33:8e:34:8a:f4,7904,None,
0,0,18,6.0,2422,OFDM+2GHz,-21,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,24.0,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+retry+protected,11264,80:7d:3a:ea:ea:c8,24:f5:a2:72:d2:e4,e0:33:8e:34:8a:f4,7904,None,
0,0,18,6.0,2422,OFDM+2GHz,-21,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-35,1,4,2,0,to-DS+pw-mgt,14849,24:f5:a2:72:d2:e4,e0:33:8e:34:8a:f4,24:f5:a2:72:d2:e4,59216,None,
0,0,18,1.0,2422,CCK+2GHz,-35,1,4,2,0,to-DS+retry+pw-mgt,14849,24:f5:a2:72:d2:e4,e0:33:8e:34:8a:f4,24:f5:a2:72:d2:e4,59216,None,
0,0,18,1.0,2422,CCK+2GHz,-33,1,4,2,0,to-DS+retry+pw-mgt,14849,24:f5:a2:72:d2:e4,e0:33:8e:34:8a:f4,24:f5:a2:72:d2:e4,59216,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,e0:33:8e:34:8a:f4,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-27,1,0,2,0,to-DS+protected,14849,24:f5:a2:72:d2:e4,30:23:03:52:ee:71,28:6d:97:a0:d9:41,21424,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,30:23:03:52:ee:71,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7920,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-13,1,4,2,0,to-DS,14849,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,24:f5:a2:72:d2:e4,42416,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,28:6d:97:a0:d9:41,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,28:6d:97:a0:d9:41,24:f5:a2:72:d2:e4,30:23:03:52:ee:71,7936,None,
0,0,18,24.0,2422,OFDM+2GHz,-15,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-13,1,0,2,0,to-DS+protected,14849,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,30:23:03:52:ee:71,44416,None,
0,0,18,1.0,2422,CCK+2GHz,-19,1,13,1,0,,0,28:6d:97:a0:d9:41,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,30:23:03:52:ee:71,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,7952,None,
0,0,18,24.0,2422,OFDM+2GHz,-29,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7968,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,7984,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-13,1,4,2,0,to-DS+pw-mgt,14849,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,24:f5:a2:72:d2:e4,42432,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,28:6d:97:a0:d9:41,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-33,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,8000,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,8016,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-21,1,0,2,0,from-DS+MD+protected,0,01:00:5e:7f:ff:fa,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,8032,None,
0,0,18,1.0,2422,CCK+2GHz,-23,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,6.0,2422,OFDM+2GHz,-23,1,4,2,0,to-DS,15360,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11488,None,
0,0,18,6.0,2422,OFDM+2GHz,-23,1,4,2,0,to-DS+retry,15360,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11488,None,
0,0,18,6.0,2422,OFDM+2GHz,-25,1,13,1,0,,0,b4:e6:2d:7c:1d:90,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,0,2,0,from-DS+MD+protected,0,01:00:5e:7f:ff:fa,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,8048,None,
0,0,18,1.0,2422,CCK+2GHz,-23,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,0,2,0,from-DS+MD+protected,0,01:00:5e:7f:ff:fa,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,8064,None,
0,0,18,1.0,2422,CCK+2GHz,-23,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-13,1,4,2,0,to-DS,14849,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,24:f5:a2:72:d2:e4,42448,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,28:6d:97:a0:d9:41,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,0,2,0,from-DS+protected,0,01:00:5e:7f:ff:fa,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,8080,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,12.0,2422,OFDM+2GHz,-15,1,0,2,0,to-DS+protected,12288,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,28:80:88:9d:36:fb,44432,None,
0,0,18,12.0,2422,OFDM+2GHz,-25,1,13,1,0,,0,28:6d:97:a0:d9:41,None,None,None,None,
0,0,18,54.0,2422,OFDM+2GHz,-35,1,0,2,0,from-DS+protected,11264,28:6d:97:a0:d9:41,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,8096,None,
0,0,18,24.0,2422,OFDM+2GHz,-15,1,13,1,0,,0,24:f5:a2:72:d2:e4,None,None,None,None,
0,0,18,6.0,2422,OFDM+2GHz,-23,1,4,2,0,to-DS+pw-mgt,15360,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11504,None,
0,0,18,6.0,2422,OFDM+2GHz,-23,1,4,2,0,to-DS+retry+pw-mgt,15360,24:f5:a2:72:d2:e4,b4:e6:2d:7c:1d:90,24:f5:a2:72:d2:e4,11504,None,
0,0,18,6.0,2422,OFDM+2GHz,-33,1,13,1,0,,0,b4:e6:2d:7c:1d:90,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-33,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,8112,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-13,1,4,2,0,to-DS+pw-mgt,14849,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,24:f5:a2:72:d2:e4,42464,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,13,1,0,,0,28:6d:97:a0:d9:41,None,None,None,None,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,8144,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,8160,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,8176,None,0,16,IoT@Research Lab,
0,0,18,1.0,2422,CCK+2GHz,-13,1,4,2,0,to-DS,14849,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,24:f5:a2:72:d2:e4,42480,None,
0,0,18,1.0,2422,CCK+2GHz,-13,1,4,2,0,to-DS+retry,14849,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,24:f5:a2:72:d2:e4,42480,None,
0,0,18,1.0,2422,CCK+2GHz,-13,1,4,2,0,to-DS+retry,14849,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,24:f5:a2:72:d2:e4,42480,None,
0,0,18,1.0,2422,CCK+2GHz,-15,1,4,2,0,to-DS+retry,14849,24:f5:a2:72:d2:e4,28:6d:97:a0:d9:41,24:f5:a2:72:d2:e4,42480,None,
